startYear	YearMinMax	overviewNLP	genres1	leading_role	second_role	third_role	leading_director	production_companies_name_hash_0	directors_hash_1	Title	genres_hash_0	genres_hash_1	genres_hash_2
1986	17.920353982300835	world nuclear apocalypse scholar helps small group children adults survive staying basement former museum history mind writes letters son though obvious never read	Drama	Rolan Bykov	Iosif Ryklin	Viktor Mikhaylov	Konstantin Lopushanskiy	0.0	0.0	Lettres d'un homme mort	0.0	1.0	0.0
2014	24.61061946902649	making family home parents away 22 - year - old nicole enjoying peaceful summer best friend véronique nicole older brother shows band record album girls friendship put test	Comedy	Julianne Côté	Pierre-Luc Lafontaine	Luc Senay	Stéphane Lafleur	-1.0	0.0	Tu dors Nicole	0.0	0.0	0.0
1971	14.336283185840706	former aristocrat ippolit vorobyaninov leads miserable life soviet russia mother - in - law reveals secret hid family diamonds one twelve chairs vorobyaninov cooperation young con artist ostap bender start long search diamonds	Adventure	Archil Gomiashvili	Sergey Filippov	Mikhail Pugovkin	Leonid Gaidai	0.0	0.0	Les douze heures	0.0	0.0	0.0
1958	11.230088495575181	underpaid middle - aged clerk finds stone changes iron gold touch	Comedy	Tulsi Chakraborty	Kali Bannerjee	Rani Bala	Satyajit Ray	0.0	0.0	La pierre philosophale	0.0	0.0	0.0
1988	18.398230088495538	drama depicts misery neglected children big cities 13 years old bruno good family since death grandmother spends time alone phantasy world mother away work befriends violent jean - roger 's severely disturbed family nobody cares 's school jean - roger drives teacher despair fun separate two boys starts stimulate bruno 's interests giving extra lessons jean - roger fears loosing one friend becomes even aggressive	Drama	Vincent Gasperitsch	María Luisa García	François Négret	Jean-Claude Brisseau	0.0	-1.0	De bruit et de fureur	0.0	0.0	0.0
1997	20.548672566371653	wilfred owen siegfried sassoon two england 's important world war poets sent along traumatized combatants rest home order treat emotional troubles caused psychological fatigue suffer soldiers fighting man 's land	Biography	Jonathan Pryce	James Wilby	Jonny Lee Miller	Gillies MacKinnon	-1.0	0.0	Renaissance	0.0	0.0	0.0
1951	9.557522123893772	diederich heßling scared everything everyone grows comes realize offer services powers - that - be wants wield power life motto runs bow top tread way always succeeds student duel - fighting student fraternity businessman paper factory cajoles obese district administrative president von wulkow wins favor slanders financial rivals hatches plot social democrats town council honeymoon rich wife guste finally finds chance beloved kaiser favor memorial kaiser unveiled town diederich lives works delivers address stands behind lectern pouring rain saluting kaiser crowd dispersed everything laid ruins ...	Comedy	Werner Peters	Paul Esser	Renate Fischer	Wolfgang Staudte	0.0	0.0	Le Sujet de Sa Majesté	0.0	0.0	0.0
1950	9.318584070796469	lavish adaptation wilhelm hauff′s fairy tale young charburner peter munk dreams joining upper class makes deal sinister holländer - michel offers trade peter′s human heart one made stone ` ` cold heart '' body peter eventually strikes fortune enjoys great wealth time becomes bitter emotionless man – lost traces humanity even murders wife lisbeth peter munk finally realize become decides regain real heart holländer - michel	Family	Lutz Moik	Hanna Rucker	Paul Bildt	Paul Verhoeven	0.0	0.0	Le coeur froid	0.0	0.0	0.0
2020	26.0442477876106	suburban fantasy world two teenage elf brothers embark extraordinary quest discover still little magic left	Adventure	Tom Holland	Chris Pratt	Julia Louis-Dreyfus	Dan Scanlon	0.0	0.0	En avant	0.0	0.0	0.0
1986	17.920353982300835	gordie chris teddy vern four friends decide hike find corpse ray brower local teenager hit train plucking blueberries wild	Adventure	Wil Wheaton	River Phoenix	Corey Feldman	Rob Reiner	0.0	0.0	Stand by Me	0.0	0.0	0.0
2008	23.176991150442472	depressed man moves back parents following recent heartbreak finds two women	Drama	Joaquin Phoenix	Gwyneth Paltrow	Vinessa Shaw	James Gray	0.0	0.0	Two Lovers	0.0	0.0	0.0
1972	14.57522123893801	middle - aged widow beatrice hunsdorfer daughters ruth matilda struggling survive society barely understand beatrice dreams opening elegant tea room wherewithal achieve lofty goal epileptic ruth rebellious adolescent shy highly intelligent idealistic matilda seeks solace pets school projects including one designed show small amounts radium affect marigolds	Drama	Joanne Woodward	Nell Potts	Roberta Wallach	Paul Newman	0.0	0.0	De l'influence des rayons gamma sur le comportement des marguerites	0.0	0.0	0.0
1963	12.42477876106189	wart young boy aspires knight 's squire hunting trip falls merlin powerful amnesiac wizard plans beyond mere squiredom starts trying give education believing one education one go anywhere needless say n't quite work way	Adventure	Rickie Sorensen	Sebastian Cabot	Karl Swenson	Wolfgang Reitherman	0.0	0.0	Merlin l'Enchanteur	0.0	0.0	0.0
1970	14.097345132743307	king lear old tired divides kingdom among daughters giving great importance protestations love cordelia youngest honest refuses idly flatter old man return favor banishes turns support remaining daughters goneril regan love instead plot take power parallel lear 's loyal courtier gloucester favors illegitimate son edmund told lies faithful son edgar madness tragedy befall ill - starred fathers	Drama	Paul Scofield	Irene Worth	Cyril Cusack	Peter Brook	0.0	0.0	Le Roi Lear	0.0	0.0	0.0
1953	10.035398230088475	energetic priest camillo returns town brescello political personal duels communist mayor peppone	Comedy	Fernandel	Gino Cervi	Arturo Bragaglia	Julien Duvivier	0.0	0.0	Le retour de Don Camillo	0.0	0.0	0.0
1950	9.318584070796469	two young drifters guide mormon wagon train san juan valley encounter cutthroats navajo geography moral challenges journey	Drama	Ben Johnson	Joanne Dru	Harry Carey Jr.	John Ford	0.0	0.0	Le convoi des braves	0.0	0.0	1.0
2013	24.37168141592918	sutter popular party animal unexpectedly meets introverted aimee waking stranger 's lawn sutter deals problems life aimee plans future beyond school unexpected romance blossoms	Drama	Miles Teller	Shailene Woodley	Kyle Chandler	James Ponsoldt	0.0	0.0	The Spectacular Now	0.0	0.0	0.0
1925	3.3451327433628237	night watchman eiffel tower wakes find entire population city frozen place	Comedy	Charles Martinelli	Louis Pré Fils	Albert Préjean	René Clair	0.0	0.0	Le Rayon diabolique	0.0	1.0	0.0
2019	25.805309734513195	chirpy jovial teenager mehul whose higher secondary finals doorstep infatuation tutor cum neighbour babai da ascend exceptional student gem neighbourhood day holi mehul mixes sindoor colour play babai da unknowingly babai da pours colour head signifying holy ` ` sindoor - daan '' custom catastrophe strikes babai da commits suicide undisclosed circumstances leaves mehul 's world utter chaos journey mehul 's unspoken love turning bindings babai da 's better half story parineeta	Romance	Subhasree Ganguly	Ritwick Chakraborty	Samiul Alam	Raj Chakraborty	0.0	1.0	Parineeta	0.0	0.0	0.0
1964	12.66371681415929	end world war ii shallow self - centered mara prettiest girl small italian village bebo communist partisan finding difficult adjust dull banalities life peacetime mara father passionate communist declares daughter marry returning hero reactions range joy bitter resentment	Crime	Claudia Cardinale	George Chakiris	Marc Michel	Luigi Comencini	0.0	0.0	La ragazza	0.0	0.0	0.0
2006	22.69911504424777	olivier assayas gus van sant wes craven alfonso cuaron among 20 distinguished directors contribute collection 18 stories exploring different aspect parisian life colourful characters drama include pair mimes husband trying chose wife lover married man turns prostitute advice	Comedy	Juliette Binoche	Leonor Watling	Ludivine Sagnier	Olivier Assayas	1.0	0.0	Paris je t'aime	0.0	0.0	0.0
1961	11.946902654867188	jerry webster carol templeton rival madison avenue advertising executives dislike methods steals client cute little nose revenge prompts infiltrate secret ` ` vip '' campaign order persuade mystery product scientist switch firm	Comedy	Rock Hudson	Doris Day	Tony Randall	Delbert Mann	1.0	0.0	Un pyjama pour deux	0.0	0.0	0.0
1987	18.159292035398234	young impatient stockbroker willing anything get top including trading illegal inside information taken ruthless greedy corporate raider takes youth wing	Crime	Charlie Sheen	Michael Douglas	Tamara Tunie	Oliver Stone	0.0	0.0	Wall Street	0.0	0.0	0.0
2019	25.805309734513195	toronto canada 1899 . william lyon mackenzie king 1874 - 1950 fervently believes destined become prime minister first fight personal obsessions overcome many obstacles encounter tortuous path power	Biography	Dan Beirne	Sarianne Cormier	Catherine St-Laurent	Matthew Rankin	1.0	0.0	Le 20ème Siècle	0.0	0.0	0.0
2005	22.46017699115037	radical true story behind three teenage surfers venice beach california took skateboarding extreme changed world sports forever stacy peralta tony alva jay adams z - boys bunch nobodies create new style skateboarding becomes worldwide phenomenon hobby becomes business success shreds friendship	Biography	Heath Ledger	Emile Hirsch	Victor Rasuk	Catherine Hardwicke	-1.0	0.0	Les Seigneurs de Dogtown	0.0	0.0	0.0
2019	25.805309734513195	true story british intelligence whistleblower katharine gun who — prior 2003 iraq invasion — leaked top - secret nsa memo exposing joint us - uk illegal spying operation members un security council memo proposed blackmailing member states voting war	Biography	Keira Knightley	Matt Smith	Matthew Goode	Gavin Hood	0.0	0.0	Official Secrets	0.0	1.0	0.0
2012	24.132743362831782	drug cartel boss arrested raid coerced betraying former accomplices part undercover operation	Action	Louis Koo	Honglei Sun	Huang Yi	Johnnie To	0.0	0.0	Drug War	0.0	0.0	0.0
1937	6.2123893805309445	pépé le moko one france 's wanted criminals hides casbah section algiers knows police waiting tries leave city pépé meets gaby gorgeous woman paris lost casbah falls	Crime	Jean Gabin	Gabriel Gabrio	Saturnin Fabre	Julien Duvivier	0.0	0.0	Les nuits blanches	0.0	0.0	0.0
1982	16.96460176991143	perfect typical la couple find happily - ever - after life broken zach confronts long - repressed attraction men	Drama	Michael Ontkean	Kate Jackson	Harry Hamlin	Arthur Hiller	0.0	1.0	Making Love	0.0	0.0	0.0
2008	23.176991150442472	1952 inuit hunter named tivii tuberculosis leaves northern home family go recuperate sanatorium quebec city uprooted far loved ones unable speak french faced completely alien world becomes despondent refuses eat expresses wish die nurse carole comes realization tivii 's illness serious threat well - being arranges young orphan kaki transferred institution boy also sick experience worlds speaks languages sharing culture kaki opening others tivii rediscovers pride energy ultimately also rediscovers hope plan adopt kaki bring home make part family	Drama	Natar Ungalaaq	Éveline Gélinas	Paul-André Brasseur	Benoit Pilon	0.0	0.0	Ce qu'il faut pour vivre	0.0	0.0	0.0
2018	25.56637168141589	stevan jakovljević biology teacher world war veteran fought serbian army arrives celebration twentieth anniversary end war opening ossuary village used stationed first company fifth artillery battery encounters aged commander flashbacks see fate fifth battery disbanded village	Drama	Marko Vasiljevic	Vuk Jovanovic	Ljubomir Bandovic	Predrag Antonijevic	1.0	0.0	Zaspanka za vojnike	0.0	0.0	0.0
1949	9.079646017699066	woman 's struggle equality japan 1880s eiko hirayama leaves okayama tokyo helps fledgling liberal party falls love leader kentaro omoi party disbanded government	Drama	Kinuyo Tanaka	Mitsuko Mito	Kuniko Miyake	Kenji Mizoguchi	0.0	0.0	Flamme de mon amour	0.0	0.0	0.0
1984	17.442477876106132	five stories center werewolf feudal landlord peasants ghost mother sons	Comedy	Margarita Lozano	Orazio Torrisi	Carlo Cartier	Paolo Taviani	0.0	0.0	Kaos, contes siciliens	0.0	0.0	0.0
1946	8.36283185840706	paratroopers captain ' rip ' murdock sergeant johnny drake mysteriously ordered travel washington dc drake learns awarded medal honor disappears newspaper photographers take picture murdock follows clues tracks learns drake dead investigations reveal unexpected twists rip learns johnny accused murder sets find whatever falls love coral whose husband johnny supposed killed	Crime	Humphrey Bogart	Lizabeth Scott	Morris Carnovsky	John Cromwell	0.0	0.0	En marge de l'enquête	0.0	0.0	0.0
2007	22.938053097345072	eric o'neill computer specialist wants made agent assigned clerk robert hanssen senior agent 25 years fbi write everything hanssen o'neill 's told 's investigation hanssen 's sexual habits however hanssen really suspected spying soviet union russia years responsible deaths agents working united states	Biography	Chris Cooper	Ryan Phillippe	Dennis Haysbert	Billy Ray	0.0	-1.0	Agent double	0.0	1.0	0.0
2009	23.415929203539775	ajami area tel aviv israel arabs palestinians jews christians live together tense atmosphere omar israeli arab struggles save family gang extortionists also courts beautiful christian girl hadir malek illegal palestinian worker tries collect enough money pay mother 's operation dando israeli cop utmost find missing brother may killed palestinians	Crime	Fouad Habash	Nisrin Siksik	Elias Saba	Scandar Copti	0.0	1.0	Ajami	0.0	0.0	0.0
1998	20.787610619468957	20 people 's paths crisscrossing one night violent mid-'90s belgrade	Comedy	Mira Banjac	Ivan Bekjarev	Aleksandar Bercek	Goran Paskaljevic	2.0	0.0	Baril de poudre	0.0	1.0	0.0
1999	21.026548672566356	set 22nd century matrix tells story computer hacker joins group underground insurgents fighting vast powerful computers rule earth	Action	Keanu Reeves	Laurence Fishburne	Carrie-Anne Moss	Lana Wachowski	0.0	0.0	Matrix	0.0	1.0	0.0
1957	10.991150442477881	marital difficulties four couples living southern california housing development become intertwined among unhappy couples ne'er - do - well jerry flagg long - suffering wife isabelle flirtatious leola boone sadistic husband troy hard - working herman kreitzer understanding wife betty newlyweds jean david martin	Drama	Joanne Woodward	Sheree North	Tony Randall	Martin Ritt	0.0	0.0	Les sensuels	0.0	0.0	0.0
